host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,year,month
within a few hours,100%,t,1,-22.98386378,-43.21598778,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Host greets you""}",,$379.00 ,"$1,500.00 ",$200.00 ,4,$150.00 ,2,53,99,10,10,10,10,10,9,f,f,moderate,2018,4
,,f,1,-22.94374032,-43.18654047,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",,$171.00 ,,$190.00 ,2,$70.00 ,2,12,91,10,9,10,10,10,10,f,f,moderate,2018,4
within a few hours,100%,f,16,-22.98440989,-43.1925427,Apartment,Private room,4,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Fire extinguisher""}",,$201.00 ,$500.00 ,$140.00 ,3,$100.00 ,5,3,93,10,9,10,9,9,9,f,f,strict,2018,4
within a day,50%,f,1,-22.91394423,-43.19299329,House,Shared room,10,2,1,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Family/kid friendly"",Washer,Essentials,""24-hour check-in""}",,$38.00 ,$0.00 ,$0.00 ,1,$37.00 ,1,5,75,9,8,10,9,8,9,t,f,flexible,2018,4
,,f,1,-23.01374244,-43.47029124,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",,$249.00 ,$800.00 ,$100.00 ,1,$80.00 ,2,0,,,,,,,,f,f,strict,2018,4
,,f,1,-22.9623495,-43.17289539,Other,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",Breakfast,Elevator,""Fire extinguisher"",Essentials}",,$199.00 ,$300.00 ,$100.00 ,2,$50.00 ,3,0,,,,,,,,f,f,moderate,2018,4
within a day,100%,f,1,-22.96977479,-43.18825473,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Bed linens""}",,$110.00 ,$0.00 ,$49.00 ,4,$0.00 ,2,0,,,,,,,,f,f,moderate,2018,4
within an hour,100%,f,1,-22.92033388,-43.19050174,House,Private room,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$199.00 ,$0.00 ,$0.00 ,2,$150.00 ,1,10,90,9,10,9,9,10,9,f,f,moderate,2018,4
within a day,100%,f,1,-22.95474659,-43.19339202,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),Washer,Essentials,Shampoo}",,$199.00 ,$0.00 ,$100.00 ,2,$50.00 ,1,10,96,10,9,10,10,9,8,f,f,flexible,2018,4
,,f,2,-22.93036238,-43.19679317,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Iron}",,$133.00 ,$600.00 ,$130.00 ,4,$25.00 ,2,2,100,10,10,10,10,9,9,f,f,flexible,2018,4
within an hour,100%,t,1,-22.96478143,-43.17667403,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide clearance to shower, toilet"",Beachfront}",538,$126.00 ,,$150.00 ,1,$0.00 ,2,38,97,10,10,10,10,10,9,f,f,strict,2018,4
within an hour,100%,t,1,-22.98170679,-43.2019235,Apartment,Entire home/apt,6,2,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Window guards"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Host greets you""}",,$229.00 ,"$1,366.00 ",$239.00 ,4,$68.00 ,3,28,99,10,10,10,10,10,10,f,f,moderate,2018,4
within a few hours,100%,f,2,-22.96370055,-43.17595255,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$120.00 ,$800.00 ,$120.00 ,2,$0.00 ,8,27,95,10,10,10,10,9,9,f,f,strict,2018,4
within an hour,100%,f,2,-22.913314,-43.17930461,House,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Washer,""24-hour check-in"",""Laptop friendly workspace""}",,$137.00 ,,,1,$0.00 ,3,3,90,9,9,10,10,9,9,f,f,moderate,2018,4
within a few hours,100%,f,1,-23.00821614,-43.4287049,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""Children’s books and toys"",""Window guards"",""Children’s dinnerware"",""Hot water""}",0,$151.00 ,$503.00 ,$150.00 ,4,$50.00 ,4,36,97,10,10,10,10,10,9,f,f,moderate,2018,4
within a few hours,90%,f,2,-22.94712423,-43.18948165,House,Private room,5,1,2,4,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",,$239.00 ,$0.00 ,$0.00 ,2,$80.00 ,1,1,100,10,10,10,10,10,10,f,f,moderate,2018,4
a few days or more,25%,f,11,-22.99365704,-43.23884183,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Children’s books and toys"",""Hot water""}",100,$130.00 ,,,2,$40.00 ,1,4,100,10,9,10,9,10,9,t,f,strict,2018,4
within an hour,100%,f,6,-22.98314725,-43.20007176,Apartment,Entire home/apt,6,2,2,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Bed linens""}",861,$478.00 ,,$205.00 ,2,$102.00 ,2,105,88,8,9,9,9,9,9,t,f,strict,2018,4
within a few hours,97%,f,50,-22.96805569,-43.18550851,Apartment,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",""Hot water"",""Host greets you""}",646,$219.00 ,$600.00 ,$160.00 ,1,$50.00 ,4,10,96,10,10,10,10,10,8,f,f,strict,2018,4
within a day,60%,f,2,-23.00026752,-43.42007294,Apartment,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer}",,$249.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,moderate,2018,4
within a day,60%,f,2,-23.00096214,-43.42007486,Apartment,Private room,8,2.5,1,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo}",,$199.00 ,,,1,$0.00 ,1,17,93,9,9,10,9,10,9,f,f,moderate,2018,4
,,f,1,-22.96711019,-43.39867867,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""translation missing: en.hosting_amenity_50""}",0,$400.00 ,"$1,000.00 ",$250.00 ,4,$100.00 ,7,0,,,,,,,,f,f,moderate,2018,4
within a few hours,82%,f,16,-22.9750886,-43.18774737,Loft,Entire home/apt,4,1,0,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""24-hour check-in"",Hangers,Iron,""Hot water"",Microwave,""Dishes and silverware"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$178.00 ,$330.00 ,$140.00 ,4,$20.00 ,2,19,93,9,9,10,10,10,8,t,f,strict,2018,4
a few days or more,0%,f,2,-22.962414,-43.18408212,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Essentials,Shampoo}",,$161.00 ,$500.00 ,$150.00 ,1,$0.00 ,4,21,76,7,8,10,8,10,8,f,f,moderate,2018,4
,,f,1,-22.96385118,-43.18053022,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",377,$257.00 ,$538.00 ,$137.00 ,4,$106.00 ,3,2,90,10,7,10,10,10,7,f,f,strict,2018,4
,,f,1,-22.95659086,-43.18528387,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Microwave,""Coffee maker"",Refrigerator,""Cooking basics""}",,$598.00 ,$0.00 ,$51.00 ,2,$137.00 ,1,0,,,,,,,,f,f,flexible,2018,4
within a day,89%,f,3,-22.92080801,-43.18026244,Apartment,Private room,2,1,1,2,Pull-out Sofa,"{Wifi,""Smoking allowed"",""Pets allowed"",Breakfast,""Family/kid friendly"",Washer,Essentials,Hangers,Iron}",,$61.00 ,$400.00 ,$80.00 ,1,$50.00 ,1,3,100,10,10,10,10,10,10,f,f,moderate,2018,4
within an hour,100%,f,9,-22.9775185,-43.19228866,Other,Entire home/apt,4,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",Beachfront}",,$201.00 ,"$1,000.00 ",$200.00 ,2,$0.00 ,3,13,82,9,8,9,10,9,9,f,f,strict,2018,4
within a few hours,80%,f,1,-22.98254967,-43.22298506,Apartment,Entire home/apt,4,3,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Bed linens"",""Pocket wifi"",""Long term stays allowed""}",,$417.00 ,"$2,526.00 ",$211.00 ,4,$211.00 ,3,5,95,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,t,8,-22.96939938,-43.18350949,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$181.00 ,$0.00 ,$120.00 ,1,$0.00 ,3,62,91,9,9,9,9,10,9,t,f,strict,2018,4
within a day,92%,f,2,-22.9662208,-43.3826821,Apartment,Entire home/apt,10,3,3,8,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",,$451.00 ,$780.00 ,$200.00 ,6,$30.00 ,2,43,95,10,10,9,9,9,10,t,f,moderate,2018,4
within a day,100%,f,2,-22.96907215,-43.1885643,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",""Room-darkening shades"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$137.00 ,$500.00 ,$150.00 ,2,$70.00 ,4,14,94,10,10,10,10,9,9,f,f,strict,2018,4
,,f,1,-22.9359513,-43.20393294,Apartment,Private room,2,1.5,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",,$120.00 ,,$80.00 ,1,$0.00 ,4,0,,,,,,,,f,f,moderate,2018,4
within a day,50%,f,3,-22.97480824,-43.19172671,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",,$301.00 ,,$140.00 ,1,$60.00 ,2,3,93,10,8,10,9,9,10,t,f,strict,2018,4
,,f,1,-22.92548404,-43.19118403,Apartment,Private room,1,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,Iron}",,$249.00 ,,$100.00 ,1,$50.00 ,3,0,,,,,,,,f,f,strict,2018,4
within an hour,100%,f,2,-22.96486916,-43.17946484,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}",,$219.00 ,$300.00 ,$80.00 ,1,$0.00 ,3,12,98,10,10,10,10,10,10,f,f,moderate,2018,4
within an hour,100%,t,2,-22.96839915,-43.18511387,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}",,$126.00 ,"$1,000.00 ",,1,$0.00 ,1,24,95,10,10,10,10,10,10,t,f,flexible,2018,4
,,f,1,-22.9215908,-43.18453169,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",,$400.00 ,$500.00 ,$150.00 ,1,$100.00 ,2,0,,,,,,,,f,f,strict,2018,4
within a few hours,100%,f,28,-22.97761495,-43.18871847,Apartment,Entire home/apt,8,2,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",,$400.00 ,$500.00 ,$180.00 ,1,$0.00 ,2,6,83,8,8,10,10,10,8,f,f,strict,2018,4
within a few hours,100%,f,28,-22.9650578,-43.17089758,Apartment,Entire home/apt,6,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,""Buzzer/wireless intercom"",Washer,Essentials,""Host greets you""}",,$949.00 ,"$1,000.00 ",$120.00 ,1,$0.00 ,3,0,,,,,,,,f,f,strict,2018,4
within an hour,93%,f,28,-22.96896509,-43.1855382,Apartment,Entire home/apt,7,1,1,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",355,$133.00 ,,$40.00 ,4,$22.00 ,2,151,87,9,8,9,9,9,9,t,f,strict,2018,4
within a few hours,100%,f,1,-22.98508181,-43.20604567,Apartment,Entire home/apt,6,2.5,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",,$499.00 ,"$1,500.00 ",$180.00 ,6,$200.00 ,1,6,76,10,9,9,9,9,9,f,f,strict,2018,4
,,f,1,-22.97735926,-43.39366498,Apartment,Private room,3,1,1,3,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}",,$205.00 ,,,1,$171.00 ,1,19,100,10,9,10,10,10,9,f,f,strict,2018,4
,,f,1,-22.91329063,-43.22625948,Apartment,Entire home/apt,6,1,3,5,Real Bed,"{TV,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}",,$454.00 ,,$180.00 ,1,$0.00 ,3,1,80,8,8,6,8,6,6,f,f,moderate,2018,4
within an hour,67%,f,2,-22.91780203,-43.23832926,Other,Shared room,8,6,1,8,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Iron,""Laptop friendly workspace""}",,$44.00 ,$0.00 ,$0.00 ,1,$45.00 ,1,1,100,10,6,10,10,10,10,f,f,strict,2018,4
within a few hours,100%,f,1,-22.96607734,-43.18032641,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Host greets you""}",,$96.00 ,$500.00 ,$98.00 ,2,$25.00 ,3,60,93,10,9,10,10,10,9,t,f,strict,2018,4
within an hour,100%,f,12,-22.98573681,-43.1967881,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,Iron}",,$290.00 ,"$1,500.00 ",$100.00 ,2,$40.00 ,4,47,94,10,9,10,10,10,9,t,f,strict,2018,4
within an hour,100%,t,4,-22.91210243,-43.18461355,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$92.00 ,$600.00 ,$80.00 ,2,$0.00 ,2,99,97,10,10,10,10,9,10,t,f,flexible,2018,4
,,f,1,-22.98132531,-43.20368668,Apartment,Entire home/apt,7,2.5,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$451.00 ,,,1,$0.00 ,5,1,100,10,10,10,10,10,10,f,f,flexible,2018,4
a few days or more,0%,f,2,-22.915989,-43.17902089,Apartment,Entire home/apt,5,1.5,3,2,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Hangers}",,$414.00 ,"$4,222.00 ",$190.00 ,4,$0.00 ,2,39,90,9,9,10,10,9,9,f,f,strict,2018,4
